TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,AccountBalance,cluster
273.92,Debit,Portland,Branch,79,Retired,109,4543.56,0
375.45,Debit,Fort Worth,Branch,19,Student,32,1307.23,1
388.98,Debit,Fresno,ATM,23,Student,155,1819.91,1
492.84,Debit,Indianapolis,ATM,25,Student,38,577.67,1
148.85,Debit,Mesa,ATM,57,Doctor,25,7802.36,0
391.66,Debit,Fresno,Branch,50,Engineer,103,2406.31,1
185.99,Credit,Fresno,Branch,41,Engineer,53,402.45,1
322.48,Debit,Jacksonville,ATM,27,Student,57,1238.43,1
20.27,Debit,Miami,Branch,18,Student,22,796.35,1
199.02,Debit,Houston,ATM,61,Retired,269,4658.89,0
104.23,Credit,Louisville,Online,63,Retired,108,5009.29,0
55.86,Debit,Seattle,Online,39,Engineer,68,5346.46,0
10.77,Debit,Indianapolis,ATM,31,Doctor,178,10704.95,2
95.55,Debit,Louisville,Branch,33,Engineer,51,2434.74,1
477.07,Debit,Columbus,Online,27,Engineer,278,6568.07,0
9.1,Credit,San Francisco,Online,52,Retired,63,2791.45,1
21.41,Debit,Louisville,Online,57,Doctor,99,658.91,1
278.28,Debit,Jacksonville,Branch,28,Student,26,1346.88,1
388.1,Credit,Los Angeles,Online,73,Retired,40,3022.12,1
215.39,Debit,Detroit,ATM,27,Student,216,1582.55,1
194.37,Debit,Milwaukee,ATM,66,Doctor,161,14395.88,2
37.7,Debit,Miami,ATM,20,Student,109,1741.1,1
19.59,Debit,Charlotte,Branch,64,Retired,122,1061.69,1
81.35,Debit,Houston,Online,41,Engineer,103,7192.45,0
314.54,Credit,Virginia Beach,Branch,58,Engineer,228,9923.45,2
466.64,Debit,Las Vegas,ATM,58,Doctor,11,10915.11,2
397.01,Debit,Los Angeles,ATM,22,Student,100,719.52,1
472.48,Debit,New York,Branch,55,Engineer,87,7128.82,0
67.15,Debit,Indianapolis,Online,59,Doctor,14,9028.49,0
102.67,Debit,Albuquerque,Branch,79,Retired,119,4656.94,0
453.49,Debit,Seattle,Branch,66,Doctor,147,6366.43,0
267.17,Debit,Seattle,ATM,26,Student,170,1382.62,1
111.26,Debit,Boston,ATM,66,Doctor,43,14350.11,2
121.17,Debit,Phoenix,ATM,68,Doctor,158,12990.77,2
213.28,Debit,Mesa,Branch,51,Retired,94,4835.91,0
187.88,Debit,Nashville,ATM,60,Engineer,180,2154.58,1
471.88,Credit,San Jose,Online,34,Doctor,141,14833.34,2
83.79,Debit,Nashville,ATM,57,Engineer,47,5061.3,0
212.14,Debit,Austin,Branch,72,Retired,105,7225.06,0
99.16,Debit,San Francisco,Online,79,Retired,202,2607.58,1
839.33,Credit,Louisville,Branch,60,Doctor,86,11538.97,2
4.24,Debit,San Diego,Online,38,Engineer,38,7822.73,0
50.29,Credit,Raleigh,Online,58,Doctor,64,7604.9,0
135.85,Debit,Fresno,Online,57,Retired,269,1480.39,1
368.53,Debit,Raleigh,Branch,68,Doctor,34,13696.31,2
17.95,Credit,Sacramento,Branch,64,Doctor,135,12344.9,2
127.8,Credit,Virginia Beach,Branch,31,Engineer,47,8630.99,0
16.73,Debit,Houston,Online,45,Engineer,48,2202.62,1
317.12,Debit,Fort Worth,Branch,44,Doctor,80,14409.74,2
476.63,Debit,Charlotte,ATM,79,Retired,115,4894.25,0
156.58,Debit,Portland,Branch,24,Student,160,8981.61,0
55.12,Credit,Houston,Online,34,Engineer,261,3791.99,1
15.74,Debit,Denver,Branch,27,Student,38,690.16,1
353.68,Debit,Las Vegas,Online,70,Retired,145,6777.12,0
297.15,Debit,Phoenix,Online,76,Retired,178,5449.37,0
647.85,Debit,Omaha,Branch,36,Doctor,121,13779.97,2
75.04,Debit,El Paso,ATM,49,Engineer,178,9648.6,2
273.92,Debit,Virginia Beach,Online,28,Student,35,1029.15,1
215.8,Credit,Jacksonville,Branch,51,Retired,66,3656.62,1
420.6,Debit,Louisville,Branch,26,Student,55,1778.75,1
688.36,Credit,Memphis,Branch,23,Student,22,5191.13,0
285.18,Credit,Sacramento,Branch,55,Doctor,150,14847.97,2
213.55,Debit,Boston,ATM,63,Doctor,15,5238.37,0
463.11,Credit,Las Vegas,Branch,51,Doctor,159,10238.82,2
150.03,Debit,Columbus,ATM,73,Retired,176,7491.42,0
428.61,Debit,Fresno,Branch,51,Retired,131,2116.36,1
309.56,Debit,Charlotte,Online,58,Doctor,147,972.04,1
377.08,Credit,Mesa,Branch,26,Student,71,6430.86,0
77.25,Debit,Virginia Beach,Branch,68,Doctor,157,14077.97,2
146.92,Debit,Portland,ATM,64,Retired,272,3990.6,1
126.6,Debit,San Antonio,Branch,22,Student,146,961.65,1
101.34,Debit,Boston,ATM,24,Student,46,703.26,1
184.97,Debit,Denver,Branch,58,Doctor,268,1156.67,1
451.15,Debit,Colorado Springs,ATM,46,Engineer,175,1356.47,1
516.47,Credit,Charlotte,ATM,25,Student,94,1305.06,1
880.04,Debit,Sacramento,ATM,25,Student,29,261.97,1
353.69,Debit,San Jose,Online,59,Engineer,163,9500.79,2
66.69,Credit,San Antonio,Branch,25,Student,140,1210.33,1
95.75,Debit,Los Angeles,Branch,31,Engineer,169,337.62,1
43.91,Debit,Albuquerque,Online,27,Student,86,1806.68,1
98.03,Debit,El Paso,Branch,54,Engineer,165,6323.45,0
617.66,Debit,Boston,ATM,42,Engineer,128,7155.95,0
888.57,Debit,San Antonio,Online,62,Retired,102,7896.14,0
107.48,Debit,Omaha,Branch,22,Student,129,591.23,1
36.57,Debit,Omaha,ATM,62,Retired,69,2583.07,1
575.62,Debit,Oklahoma City,Online,43,Doctor,129,234.41,1
84.89,Debit,San Jose,ATM,37,Engineer,70,4735.61,0
832.3,Credit,Austin,Branch,69,Retired,86,6617.52,0
7.76,Credit,Las Vegas,Online,52,Retired,84,7393.11,0
109.3,Debit,Fort Worth,Branch,56,Doctor,27,13510.11,2
230.08,Debit,Austin,Online,79,Retired,124,4466.1,0
361.92,Debit,Detroit,ATM,54,Retired,111,7474.31,0
122.45,Debit,New York,Branch,46,Doctor,98,7255.49,0
642.53,Debit,Mesa,ATM,65,Doctor,128,11417.91,2
62.86,Debit,Houston,Branch,25,Student,31,1040.43,1
175.21,Credit,Mesa,ATM,69,Doctor,69,6039.04,0
168.0,Credit,Tucson,Branch,32,Engineer,11,3498.58,1
11.46,Debit,Chicago,Online,67,Retired,73,6628.75,0
382.07,Credit,Omaha,Branch,62,Doctor,147,10156.09,2
65.32,Debit,Mesa,ATM,28,Student,54,9165.02,2
730.1,Credit,Chicago,Branch,77,Retired,93,6384.05,0
85.31,Debit,Kansas City,ATM,62,Retired,27,6095.65,0
726.61,Debit,Phoenix,ATM,18,Student,277,1008.76,1
130.4,Debit,Raleigh,Branch,45,Engineer,63,4381.24,0
68.1,Debit,Milwaukee,ATM,20,Student,47,1382.8,1
65.26,Debit,Sacramento,Branch,26,Student,72,7380.63,0
191.62,Debit,Jacksonville,Branch,63,Doctor,51,1981.67,1
212.88,Debit,Fresno,Online,39,Doctor,122,7036.72,0
88.38,Debit,Virginia Beach,ATM,30,Engineer,138,3707.82,1
48.77,Credit,Austin,Online,42,Engineer,51,2040.16,1
289.1,Debit,Baltimore,ATM,27,Student,206,267.53,1
390.09,Debit,El Paso,Online,26,Engineer,49,2617.23,1
48.29,Debit,San Diego,Online,37,Engineer,242,8883.4,0
333.83,Debit,Fresno,ATM,63,Retired,135,1660.66,1
100.27,Debit,Miami,Online,79,Retired,51,4309.9,0
44.54,Debit,San Antonio,ATM,31,Engineer,164,362.4,1
82.17,Debit,Fort Worth,Branch,28,Student,21,1913.06,1
447.42,Debit,Charlotte,Online,32,Engineer,65,6133.22,0
590.26,Credit,Austin,Branch,25,Student,48,1068.28,1
192.73,Debit,Milwaukee,Branch,71,Retired,157,2037.75,1
146.01,Debit,San Francisco,Online,26,Student,269,221.79,1
11.57,Credit,New York,Branch,56,Retired,64,2061.61,1
102.34,Debit,San Antonio,Online,51,Doctor,78,9326.28,2
7.82,Debit,Boston,ATM,36,Engineer,273,2240.49,1
79.43,Debit,Dallas,ATM,74,Retired,72,6579.37,0
386.97,Debit,Raleigh,Branch,58,Retired,137,1876.35,1
51.22,Debit,Fresno,Branch,23,Student,82,1664.59,1
256.05,Debit,Nashville,ATM,54,Retired,35,6910.18,0
7.79,Debit,Los Angeles,Branch,34,Doctor,298,1319.85,1
233.71,Debit,Louisville,Branch,63,Doctor,11,6095.5,0
176.37,Debit,Boston,Branch,55,Retired,126,2420.86,1
122.63,Debit,Milwaukee,Branch,21,Student,153,359.06,1
86.41,Debit,Fresno,ATM,75,Retired,125,3128.71,1
21.57,Debit,San Francisco,ATM,54,Retired,71,7587.48,0
82.67,Debit,Milwaukee,Branch,26,Student,46,290.59,1
451.35,Credit,Baltimore,Branch,47,Engineer,223,7707.96,0
299.42,Credit,San Jose,Branch,63,Retired,53,4735.41,0
543.47,Debit,Los Angeles,ATM,18,Student,122,6165.03,0
346.76,Credit,San Jose,Branch,21,Student,116,1637.75,1
47.48,Debit,El Paso,Branch,24,Student,66,585.52,1
64.92,Debit,Atlanta,Branch,58,Engineer,236,5481.76,0
350.72,Credit,Fresno,ATM,28,Student,48,1982.9,1
3.8,Debit,Charlotte,Online,65,Doctor,174,5766.96,0
22.54,Debit,El Paso,Online,26,Engineer,42,7139.11,0
767.14,Credit,Mesa,Branch,62,Retired,38,4732.57,0
167.47,Debit,Sacramento,ATM,35,Engineer,103,2293.13,1
43.65,Credit,Charlotte,Branch,30,Engineer,212,2870.67,1
391.08,Debit,Fresno,Online,56,Retired,105,6885.16,0
390.77,Debit,Portland,Online,44,Doctor,34,5500.56,0
508.16,Debit,Mesa,ATM,39,Engineer,131,5609.44,0
36.76,Credit,Philadelphia,Online,65,Retired,108,1228.93,1
332.33,Debit,Kansas City,ATM,27,Student,101,192.63,1
362.09,Debit,New York,Branch,32,Engineer,31,6590.28,0
42.58,Debit,San Jose,Online,30,Doctor,80,13485.0,2
122.35,Credit,Atlanta,Branch,53,Retired,188,6472.5,0
248.66,Debit,Chicago,Online,28,Engineer,113,2571.39,1
461.25,Credit,Sacramento,Online,54,Doctor,171,676.1,1
61.77,Debit,Charlotte,Branch,56,Doctor,49,12352.2,2
268.92,Debit,Chicago,Branch,29,Engineer,148,8765.38,0
219.02,Credit,San Diego,Online,54,Engineer,68,7375.73,0
125.14,Debit,Baltimore,Branch,20,Student,31,1845.18,1
47.6,Debit,Austin,Online,53,Engineer,115,1382.51,1
592.82,Debit,Memphis,Online,74,Retired,248,7508.98,0
372.5,Debit,Nashville,ATM,22,Student,211,3901.82,1
4.72,Debit,Fort Worth,Branch,32,Engineer,20,4792.01,0
144.93,Debit,Fresno,Branch,42,Engineer,74,6887.52,0
316.56,Debit,Denver,Online,28,Engineer,261,8643.51,0
9.18,Debit,San Francisco,Online,22,Student,140,887.32,1
421.25,Debit,Fort Worth,Online,25,Student,66,7174.69,0
185.71,Debit,Virginia Beach,Branch,48,Engineer,194,2679.91,1
26.27,Credit,Portland,Online,45,Engineer,177,8853.93,0
297.03,Debit,Austin,Online,61,Retired,151,1088.62,1
99.52,Debit,San Diego,ATM,52,Engineer,127,3798.09,1
881.1,Debit,Phoenix,Branch,28,Student,16,9951.68,2
139.69,Debit,Indianapolis,Online,52,Engineer,180,9567.94,2
42.72,Debit,Nashville,ATM,37,Engineer,143,2669.66,1
112.72,Debit,Washington,Branch,31,Doctor,17,9630.0,2
568.88,Debit,Nashville,Branch,19,Student,105,1307.86,1
189.03,Debit,Oklahoma City,ATM,28,Student,50,1916.46,1
199.8,Debit,Detroit,ATM,20,Student,163,167.28,1
189.08,Debit,Miami,Branch,68,Doctor,238,10790.8,2
409.59,Debit,Albuquerque,Online,35,Doctor,50,14563.02,2
349.34,Credit,Indianapolis,ATM,28,Student,245,614.14,1
283.15,Debit,Baltimore,Online,24,Student,180,603.79,1
151.82,Debit,Chicago,ATM,51,Retired,105,2197.12,1
438.59,Debit,San Jose,Online,37,Engineer,103,8994.39,0
590.57,Debit,Milwaukee,ATM,79,Retired,93,3224.6,1
63.74,Debit,Chicago,Online,63,Retired,31,4336.4,0
77.02,Credit,Miami,Online,59,Doctor,132,800.83,1
501.15,Debit,Phoenix,Branch,47,Engineer,208,8821.84,0
8.95,Debit,Oklahoma City,Online,76,Retired,102,3299.84,1
173.6,Debit,Austin,Online,21,Student,160,421.44,1
149.4,Debit,Chicago,ATM,53,Retired,123,1035.22,1
388.21,Credit,Columbus,Branch,53,Doctor,237,9724.49,2
126.04,Credit,Charlotte,Branch,65,Retired,167,6041.69,0
52.04,Credit,Colorado Springs,Branch,50,Doctor,31,8436.12,0
389.7,Credit,Austin,Branch,62,Doctor,216,7125.15,0
161.1,Credit,Miami,ATM,19,Student,104,239.12,1
309.77,Credit,San Antonio,Online,67,Retired,137,4378.14,0
838.57,Debit,Phoenix,ATM,41,Doctor,273,14576.47,2
724.18,Debit,Fort Worth,Branch,41,Doctor,134,10922.78,2
124.98,Debit,Washington,ATM,24,Student,78,642.0,1
487.32,Debit,Kansas City,Branch,52,Doctor,164,7707.96,0
635.91,Credit,Jacksonville,Branch,46,Doctor,78,13267.09,2
205.65,Debit,Houston,Branch,62,Retired,144,3582.16,1
39.41,Debit,Louisville,Branch,25,Student,132,921.91,1
254.0,Debit,Nashville,Branch,35,Doctor,63,5788.53,0
436.8,Debit,Houston,Branch,36,Engineer,213,4515.43,0
224.73,Debit,Miami,Branch,76,Retired,63,7551.89,0
752.69,Credit,Dallas,ATM,65,Doctor,115,14489.69,2
78.5,Credit,San Jose,Branch,31,Doctor,41,13991.5,2
50.0,Credit,Jacksonville,ATM,53,Doctor,87,185.87,1
132.42,Debit,Denver,ATM,18,Student,164,726.39,1
11.67,Debit,Fort Worth,Branch,76,Retired,105,7458.63,0
83.16,Debit,Los Angeles,ATM,61,Retired,177,3065.87,1
149.02,Credit,Fort Worth,Branch,46,Engineer,176,9379.72,2
74.27,Credit,Memphis,Online,59,Doctor,148,13696.61,2
876.57,Credit,Portland,ATM,62,Retired,118,3743.63,1
615.58,Debit,Jacksonville,ATM,42,Doctor,133,14343.0,2
643.03,Credit,Jacksonville,Online,36,Engineer,52,2882.16,1
7.95,Debit,Phoenix,ATM,79,Retired,65,5631.2,0
270.92,Credit,Louisville,Branch,77,Retired,143,4574.43,0
499.48,Debit,Charlotte,ATM,24,Student,133,1242.62,1
841.5,Credit,Atlanta,Branch,25,Student,287,352.31,1
138.82,Debit,Fort Worth,Online,77,Retired,53,3100.22,1
231.46,Credit,Miami,Branch,60,Engineer,83,4707.24,0
292.08,Debit,Columbus,ATM,72,Retired,32,7950.48,0
63.98,Debit,Baltimore,Online,54,Doctor,258,7954.12,0
235.21,Debit,Boston,Branch,67,Doctor,74,5946.61,0
201.73,Debit,Baltimore,Online,57,Engineer,78,6650.71,0
161.31,Debit,Nashville,ATM,28,Student,13,1268.67,1
18.41,Debit,Atlanta,Branch,53,Doctor,168,8287.54,0
471.75,Credit,San Jose,Branch,34,Doctor,41,12948.5,2
290.02,Debit,Milwaukee,Branch,55,Engineer,246,4746.71,0
48.05,Debit,New York,Branch,27,Engineer,38,5334.97,0
359.42,Debit,Baltimore,Branch,55,Doctor,30,1765.45,1
32.91,Debit,Fort Worth,Online,19,Student,255,427.3,1
3.8,Debit,Denver,Branch,67,Retired,140,6285.39,0
31.81,Debit,Fort Worth,Online,51,Retired,149,1406.6,1
220.2,Debit,Boston,Online,28,Student,102,1075.15,1
476.03,Credit,Houston,Branch,77,Retired,99,5958.34,0
141.91,Debit,Miami,Branch,23,Student,49,791.97,1
95.83,Debit,Washington,Online,27,Student,91,1726.4,1
51.15,Credit,Los Angeles,Branch,46,Engineer,199,8992.25,0
50.75,Debit,Boston,ATM,62,Doctor,185,8271.47,0
185.07,Debit,Colorado Springs,Branch,22,Student,159,636.42,1
293.54,Debit,Sacramento,Online,40,Engineer,45,2290.1,1
23.38,Debit,Memphis,Branch,32,Engineer,89,9968.49,2
285.26,Debit,Atlanta,ATM,28,Student,93,167.72,1
129.48,Debit,Seattle,ATM,31,Engineer,179,7581.7,0
743.03,Debit,New York,ATM,50,Engineer,174,4111.38,0
297.86,Credit,Milwaukee,ATM,28,Student,96,1680.14,1
231.92,Debit,Indianapolis,ATM,66,Doctor,12,5715.08,0
295.82,Credit,Chicago,Branch,47,Engineer,46,5897.73,0
302.86,Debit,Los Angeles,Online,55,Doctor,275,5239.24,0
81.08,Debit,Omaha,ATM,58,Engineer,56,7788.91,0
775.6,Credit,Mesa,Branch,79,Retired,158,3898.64,1
178.43,Debit,Baltimore,Branch,26,Student,136,1214.93,1
211.91,Debit,Indianapolis,Online,20,Student,181,927.47,1
17.21,Debit,Omaha,Online,23,Student,219,914.16,1
124.22,Debit,Charlotte,ATM,23,Student,172,9695.04,2
38.37,Debit,San Antonio,ATM,63,Doctor,135,8647.04,0
269.79,Debit,San Jose,ATM,52,Engineer,17,1292.1,1
605.42,Debit,Mesa,ATM,21,Student,33,392.34,1
11.19,Debit,Austin,ATM,60,Engineer,40,9877.17,2
29.19,Credit,Nashville,Branch,58,Doctor,41,12059.85,2
701.7,Credit,Seattle,Online,61,Retired,64,6643.24,0
862.34,Debit,Kansas City,Branch,57,Doctor,72,9903.48,2
410.97,Debit,Los Angeles,ATM,22,Student,45,151.42,1
36.97,Debit,Virginia Beach,Branch,41,Engineer,79,2850.92,1
137.59,Debit,Nashville,ATM,30,Doctor,95,10679.67,2
168.11,Credit,New York,Online,51,Doctor,12,10652.13,2
430.98,Debit,Baltimore,Branch,24,Student,93,569.25,1
13.87,Debit,Phoenix,Branch,24,Student,20,954.83,1
642.68,Debit,Jacksonville,ATM,76,Retired,66,1831.2,1
302.82,Debit,Jacksonville,ATM,36,Engineer,175,9384.54,2
406.81,Debit,New York,Online,66,Retired,84,1968.36,1
256.3,Debit,New York,Online,53,Retired,172,4203.05,0
80.96,Credit,Jacksonville,Online,19,Student,97,959.94,1
95.78,Debit,Atlanta,Online,22,Student,27,271.64,1
379.54,Credit,Indianapolis,Branch,41,Doctor,118,12571.76,2
903.19,Debit,El Paso,Online,22,Student,65,8627.08,0
847.45,Debit,Jacksonville,Branch,28,Student,175,422.32,1
295.18,Credit,Dallas,Branch,66,Doctor,31,12961.53,2
18.46,Debit,Charlotte,Branch,68,Retired,213,6381.6,0
603.23,Debit,Detroit,Branch,28,Student,48,117.98,1
54.5,Credit,Philadelphia,Branch,57,Retired,147,1715.22,1
414.77,Debit,San Francisco,Online,29,Doctor,274,5599.81,0
886.19,Debit,Colorado Springs,Branch,61,Retired,69,7904.24,0
440.03,Debit,San Jose,Online,49,Engineer,88,1490.44,1
35.46,Debit,Nashville,ATM,56,Retired,285,1532.72,1
76.39,Debit,Denver,Branch,18,Student,219,5976.0,0
595.91,Credit,San Antonio,ATM,19,Student,162,1673.76,1
6.03,Debit,Chicago,Branch,76,Retired,70,3290.72,1
249.34,Debit,Charlotte,ATM,26,Engineer,197,3030.97,1
421.52,Debit,San Jose,Branch,20,Student,67,369.86,1
189.77,Debit,Raleigh,Branch,58,Engineer,24,6570.36,0
73.19,Debit,Atlanta,Branch,76,Retired,213,2264.98,1
188.13,Credit,Jacksonville,Online,75,Retired,198,5029.87,0
30.52,Debit,Jacksonville,Branch,62,Doctor,122,12327.74,2
170.24,Debit,San Francisco,Branch,62,Retired,133,5172.99,0
56.62,Debit,Austin,Branch,54,Doctor,121,8981.1,0
53.14,Debit,Las Vegas,ATM,34,Doctor,70,7915.0,0
587.23,Debit,Omaha,Online,27,Student,144,500.84,1
146.15,Debit,Phoenix,Branch,43,Doctor,75,13784.4,2
21.27,Credit,Indianapolis,Online,62,Retired,114,7392.79,0
76.02,Credit,Albuquerque,Online,34,Doctor,189,14765.41,2
155.51,Debit,Raleigh,ATM,68,Doctor,15,5360.19,0
135.15,Debit,Colorado Springs,Online,72,Retired,50,5878.14,0
39.48,Debit,Omaha,ATM,56,Retired,38,5889.51,0
451.68,Debit,Houston,Online,33,Engineer,15,4381.54,0
19.11,Credit,Colorado Springs,Online,49,Engineer,160,8478.46,0
355.0,Credit,Fort Worth,Online,26,Student,33,185.47,1
427.69,Debit,Raleigh,ATM,43,Engineer,236,2443.54,1
254.86,Debit,Boston,Branch,23,Student,102,699.9,1
19.48,Debit,Dallas,ATM,27,Engineer,114,4739.59,0
190.17,Debit,Baltimore,ATM,49,Doctor,265,12893.85,2
91.38,Debit,Jacksonville,ATM,65,Retired,179,2402.58,1
206.63,Credit,Oklahoma City,Online,59,Retired,128,7626.53,0
93.22,Debit,Charlotte,Online,52,Retired,52,1014.63,1
547.98,Debit,Oklahoma City,ATM,28,Student,171,1358.54,1
641.06,Debit,Colorado Springs,ATM,23,Student,25,1602.13,1
836.45,Debit,Virginia Beach,Online,61,Retired,63,1731.89,1
189.45,Credit,Boston,Branch,53,Doctor,62,12578.75,2
91.84,Credit,Mesa,Branch,67,Retired,80,1712.41,1
609.52,Debit,Washington,ATM,78,Retired,169,3485.03,1
859.3,Credit,Colorado Springs,Branch,78,Retired,68,1146.78,1
100.01,Debit,Philadelphia,ATM,50,Doctor,63,6393.12,0
28.78,Credit,Tucson,Online,40,Doctor,51,680.55,1
111.08,Debit,Chicago,Online,70,Doctor,83,7037.34,0
52.23,Credit,San Francisco,Branch,28,Student,96,105.01,1
78.62,Debit,Oklahoma City,Branch,32,Doctor,52,1360.85,1
47.79,Debit,Denver,Branch,25,Student,37,1649.92,1
333.97,Debit,Fresno,Branch,52,Doctor,45,5237.36,0
30.87,Debit,Fresno,ATM,33,Doctor,295,14348.65,2
710.43,Debit,San Diego,Online,67,Retired,115,5625.55,0
220.23,Debit,Milwaukee,ATM,41,Engineer,48,3438.02,1
27.28,Debit,Atlanta,ATM,29,Doctor,96,10668.24,2
101.52,Debit,Tucson,ATM,49,Engineer,98,2018.9,1
162.65,Debit,New York,ATM,59,Engineer,147,9500.95,2
10.52,Debit,Kansas City,ATM,55,Retired,30,2472.99,1
270.72,Debit,Los Angeles,Branch,38,Doctor,37,6522.47,0
202.34,Debit,New York,Online,20,Student,134,1223.45,1
247.58,Debit,San Antonio,ATM,39,Engineer,152,778.74,1
686.17,Debit,Denver,ATM,61,Retired,96,2246.15,1
359.65,Credit,Jacksonville,Online,25,Student,289,219.53,1
109.91,Debit,Seattle,Branch,38,Doctor,90,12896.06,2
215.72,Credit,Columbus,Branch,30,Engineer,137,8697.11,0
490.76,Debit,Columbus,Online,66,Retired,156,6414.11,0
224.28,Debit,Chicago,Online,64,Retired,68,5767.51,0
614.03,Debit,Dallas,ATM,68,Retired,51,2815.86,1
608.79,Debit,Fort Worth,Online,55,Engineer,157,2991.17,1
186.55,Debit,Philadelphia,Branch,48,Engineer,288,224.65,1
840.16,Credit,Colorado Springs,Branch,20,Student,68,1236.76,1
203.34,Debit,Phoenix,ATM,60,Doctor,66,13586.99,2
90.88,Debit,Colorado Springs,ATM,26,Engineer,284,7117.35,0
60.11,Credit,Albuquerque,Branch,61,Retired,122,7235.87,0
393.92,Debit,Memphis,Branch,72,Retired,47,7318.64,0
19.39,Debit,Colorado Springs,ATM,43,Doctor,45,9847.6,2
557.41,Credit,Washington,Online,80,Retired,49,2968.75,1
57.07,Credit,Boston,Online,31,Doctor,99,9323.71,2
395.27,Credit,Miami,Online,18,Student,167,1764.08,1
289.05,Debit,New York,ATM,75,Retired,116,5683.49,0
46.11,Debit,San Francisco,Online,33,Doctor,233,5225.73,0
335.5,Debit,Sacramento,ATM,63,Retired,47,6445.4,0
388.07,Debit,Seattle,Online,24,Student,68,289.71,1
520.86,Credit,Sacramento,Online,51,Engineer,66,9200.74,2
787.41,Debit,Memphis,Online,25,Student,39,300.87,1
31.7,Credit,Raleigh,ATM,48,Doctor,121,743.9,1
22.3,Debit,Philadelphia,ATM,21,Student,90,1200.35,1
203.12,Debit,San Jose,ATM,56,Retired,181,1562.39,1
315.94,Credit,Raleigh,Branch,49,Doctor,172,7719.71,0
0.26,Debit,Oklahoma City,Online,20,Student,173,1833.67,1
210.77,Debit,Mesa,ATM,71,Retired,161,5396.65,0
406.65,Debit,Mesa,ATM,57,Doctor,107,12995.7,2
422.9,Debit,Tucson,ATM,40,Engineer,111,7616.43,0
20.62,Credit,Philadelphia,ATM,35,Doctor,225,12500.8,2
174.39,Debit,San Francisco,ATM,19,Student,36,1127.08,1
7.86,Credit,Sacramento,Branch,76,Retired,91,3621.98,1
61.98,Debit,Denver,Online,49,Engineer,44,5212.28,0
54.85,Credit,San Francisco,Branch,58,Retired,40,2727.45,1
16.55,Debit,Tucson,Branch,26,Engineer,159,6089.79,0
91.32,Debit,Milwaukee,Branch,58,Engineer,77,2618.1,1
195.49,Debit,Memphis,ATM,31,Doctor,212,11988.12,2
49.62,Debit,Portland,ATM,55,Engineer,111,3841.42,1
487.16,Credit,Los Angeles,Branch,28,Student,84,321.21,1
405.6,Debit,Tucson,Online,37,Engineer,44,9754.73,2
512.95,Debit,Columbus,Branch,57,Engineer,143,9584.52,2
345.94,Debit,Portland,ATM,31,Doctor,163,7624.56,0
356.56,Debit,New York,Online,47,Engineer,52,2485.73,1
10.31,Debit,Louisville,Online,36,Engineer,280,2137.9,1
211.69,Debit,Atlanta,Branch,30,Doctor,111,6412.85,0
221.49,Credit,Oklahoma City,Branch,23,Student,196,707.25,1
278.23,Debit,Fresno,Online,48,Engineer,83,8300.54,0
116.88,Debit,Memphis,ATM,45,Doctor,263,7717.34,0
328.77,Credit,San Diego,Online,39,Doctor,247,6967.03,0
77.53,Debit,Louisville,Branch,54,Retired,55,5158.6,0
421.74,Debit,San Jose,Online,67,Doctor,103,12031.14,2
313.69,Debit,Oklahoma City,Branch,73,Retired,152,7093.68,0
411.72,Debit,Washington,Branch,29,Doctor,153,8539.86,0
508.73,Debit,Chicago,Branch,59,Retired,89,7640.57,0
153.08,Debit,Omaha,ATM,24,Student,201,1292.21,1
23.01,Debit,Las Vegas,Branch,63,Retired,166,5958.75,0
69.28,Debit,Los Angeles,Online,25,Student,129,708.74,1
51.25,Credit,Austin,Branch,28,Student,66,1744.4,1
407.65,Debit,Denver,ATM,25,Student,263,273.78,1
459.25,Debit,Tucson,Branch,25,Student,59,130.76,1
301.56,Debit,Seattle,Branch,49,Doctor,118,10389.6,2
17.67,Debit,San Diego,Online,63,Doctor,91,1048.18,1
5.29,Credit,San Francisco,Online,32,Doctor,132,12896.68,2
401.37,Debit,Los Angeles,Branch,43,Engineer,251,8208.54,0
145.4,Debit,Tucson,Online,38,Engineer,24,5244.49,0
556.34,Debit,Seattle,Online,37,Doctor,46,11935.14,2
34.31,Debit,Philadelphia,ATM,24,Student,251,1484.76,1
780.59,Credit,Tucson,Online,23,Student,145,6513.34,0
282.65,Debit,Fort Worth,ATM,35,Doctor,161,13801.15,2
305.27,Debit,Las Vegas,Online,68,Doctor,147,12958.65,2
185.81,Debit,Austin,Online,32,Doctor,116,9588.71,2
66.01,Debit,Milwaukee,Online,49,Engineer,179,3475.99,1
447.95,Debit,Tucson,Branch,29,Engineer,75,7544.4,0
279.3,Debit,Oklahoma City,ATM,19,Student,48,1193.61,1
26.75,Debit,Indianapolis,Online,33,Doctor,27,12063.77,2
611.15,Debit,Detroit,ATM,27,Student,121,892.83,1
275.2,Debit,New York,Online,54,Engineer,81,1230.12,1
427.79,Debit,San Jose,Branch,18,Student,189,1479.67,1
469.13,Credit,San Antonio,ATM,54,Doctor,139,1265.28,1
102.81,Debit,Seattle,Branch,76,Retired,47,3228.87,1
22.61,Debit,Seattle,Online,19,Student,145,1111.67,1
68.28,Debit,Boston,Online,56,Engineer,293,3213.16,1
33.65,Credit,New York,Online,63,Doctor,146,12719.93,2
