X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,Y
20.11,20.3,22.57,16.33,21.6,46.18,21.73,16.42,29.98,154.85,256.96
23.26,13.39,22.98,23.2,21.52,53.76,15.13,17.66,32.07,172.16,291.49
22.19,16.81,22.12,18.37,18.89,48.34,26.83,17.68,27.48,156.75,272.34
19.75,20.9,18.31,14.65,21.32,45.63,19.21,16.38,22.95,149.7,261.09
19.78,20.53,18.23,21.15,22.76,45.2,13.81,16.46,31.69,143.08,249.14
20.0,20.05,24.67,20.66,21.39,51.8,24.13,15.59,29.7,161.35,286.36
19.71,18.38,18.54,22.54,22.74,53.87,22.12,14.69,26.95,171.58,249.52
14.42,23.47,15.92,19.23,23.89,55.82,21.84,12.51,21.42,176.5,239.74
21.14,22.13,18.94,17.73,21.55,48.96,17.09,17.58,27.85,152.13,291.38
21.55,20.73,18.22,22.49,16.76,49.91,17.15,16.49,32.77,156.53,258.68
17.09,19.86,16.4,19.39,19.85,57.01,26.26,13.84,28.92,178.7,228.07
19.26,25.72,13.56,22.1,19.3,54.09,19.95,15.62,27.29,168.46,271.71
17.3,18.45,18.68,23.47,17.26,41.62,17.76,13.57,23.15,131.63,231.9
18.25,17.69,15.88,14.24,16.11,50.57,17.52,14.95,29.65,164.95,197.04
22.7,18.28,15.52,11.86,28.2,49.07,25.05,17.91,38.0,157.58,259.52
18.38,18.49,16.95,27.39,18.2,43.46,16.65,14.2,25.91,142.12,248.33
15.97,15.42,18.09,22.04,10.84,60.13,21.46,12.04,26.17,193.65,231.58
14.92,12.94,23.21,16.29,23.27,39.4,14.18,11.12,24.21,129.78,207.04
18.72,16.48,18.95,13.76,14.88,56.25,26.85,15.26,29.3,178.69,238.11
24.14,17.79,29.27,24.03,15.85,53.91,25.29,19.18,33.24,170.16,299.01
25.81,20.42,14.76,16.8,16.17,48.55,12.75,20.65,31.33,154.76,294.28
16.13,18.79,20.52,22.71,15.15,57.05,27.5,13.27,24.21,181.52,245.24
28.04,29.8,20.5,18.07,26.07,52.86,20.98,22.16,42.76,165.2,319.31
22.55,21.24,14.98,26.6,18.23,52.46,26.49,18.15,32.54,166.54,282.9
18.51,18.1,14.34,12.55,17.99,51.13,18.05,14.84,26.36,163.75,222.46
20.41,26.4,23.04,15.64,19.5,48.52,23.32,16.6,31.44,156.87,263.54
24.46,22.29,13.2,19.49,16.26,50.07,16.52,18.83,37.91,162.18,267.0
21.69,22.83,25.28,19.31,16.22,43.12,16.64,17.35,29.89,138.52,256.14
11.27,22.66,22.88,22.42,23.6,44.85,20.95,8.5,27.34,146.09,218.25
16.37,17.31,21.13,20.83,21.02,45.38,19.03,14.07,27.16,151.86,242.24
14.35,21.43,12.74,24.35,14.72,46.02,16.86,11.88,31.21,145.19,220.21
18.68,19.87,19.74,10.49,17.46,47.68,21.34,15.73,27.09,154.54,237.0
17.14,26.7,19.17,12.95,20.92,51.67,15.06,14.9,29.39,168.61,247.01
23.69,23.15,10.33,20.28,21.46,48.64,16.48,18.62,39.81,153.72,272.43
21.63,21.87,17.92,20.19,20.11,59.88,29.45,17.53,31.45,187.43,276.71
17.97,13.72,23.17,22.48,18.19,44.49,18.91,14.8,27.38,139.64,226.97
23.55,20.72,19.65,19.98,20.68,43.19,20.51,19.75,28.27,139.39,286.95
14.33,22.33,20.57,18.41,20.66,45.99,14.8,11.97,21.89,142.82,233.82
26.93,24.06,23.1,19.72,19.94,54.53,24.83,20.56,35.38,172.65,307.93
25.6,12.5,19.2,23.77,27.24,54.63,18.72,20.33,29.95,176.48,295.53
16.89,14.46,20.52,14.86,20.87,51.68,16.34,12.74,28.1,161.65,223.28
16.9,18.89,16.68,17.31,14.55,46.6,11.19,13.48,25.75,152.71,236.07
19.84,21.6,21.61,26.9,25.71,45.71,18.25,15.01,33.9,145.39,276.75
19.26,22.67,11.03,21.23,26.42,57.24,22.94,16.19,30.01,180.77,236.39
29.37,19.78,28.39,11.48,16.02,52.99,26.47,22.39,31.83,172.81,306.69
20.99,22.4,20.29,17.65,14.46,52.12,16.84,16.74,33.07,169.64,262.37
24.47,17.29,23.44,20.9,21.3,54.3,22.56,19.93,38.04,174.2,297.47
15.32,21.45,19.02,19.33,24.52,42.21,18.53,11.9,31.2,133.36,248.96
21.94,22.87,20.2,18.76,21.22,45.09,11.86,17.52,36.06,145.71,270.15
22.45,25.1,17.56,24.84,18.04,42.12,11.29,17.77,32.6,133.26,271.46
23.14,21.83,22.82,20.22,19.43,50.06,22.65,18.46,32.91,161.8,271.71
18.17,21.61,21.95,19.56,12.15,53.96,24.32,15.31,26.41,173.5,268.25
24.78,26.64,19.74,21.39,13.01,49.37,15.85,19.03,31.2,157.36,274.94
22.47,23.0,18.8,18.76,21.13,53.93,21.13,16.87,33.53,172.93,278.65
16.78,11.48,18.69,20.44,14.57,51.84,17.58,14.13,32.7,166.29,202.33
19.31,5.67,15.71,23.55,23.56,52.18,16.27,15.26,28.45,165.1,207.11
21.55,20.74,21.92,18.7,23.0,46.16,22.71,17.12,29.08,146.78,269.69
16.59,13.73,19.24,18.0,19.85,57.27,16.96,14.17,28.25,182.93,230.02
23.11,22.85,18.74,20.24,20.08,43.43,11.88,18.83,29.07,137.91,271.91
19.22,20.24,28.32,25.33,20.12,49.85,19.8,15.89,31.33,164.78,255.51
16.07,12.13,20.44,19.16,22.85,49.66,20.25,12.45,24.65,161.46,234.33
12.77,23.21,17.94,15.58,26.77,47.98,14.05,9.75,21.95,152.37,220.64
20.36,16.82,18.75,19.87,14.88,45.78,15.96,16.22,36.89,146.32,266.68
27.89,21.63,24.68,22.6,20.42,44.46,18.91,22.13,40.36,136.83,327.54
25.23,16.99,21.7,22.44,12.4,56.04,19.27,20.1,39.37,176.99,278.1
25.9,14.81,13.67,17.52,17.07,42.96,16.95,20.75,37.18,139.07,266.44
22.7,16.04,24.89,18.54,21.34,47.53,17.92,19.09,41.55,151.72,284.67
22.03,18.95,19.58,25.38,27.4,48.25,22.71,18.28,30.85,155.0,286.16
14.63,28.61,19.46,17.72,14.5,57.33,24.59,11.44,26.03,182.5,255.99
17.49,16.76,19.19,26.17,16.9,57.48,31.65,13.85,26.09,182.37,236.65
19.74,21.6,15.65,15.11,17.18,52.48,21.05,16.09,24.44,167.21,271.59
13.86,27.61,21.41,20.33,21.58,55.81,27.23,10.48,23.94,177.44,252.14
18.86,20.98,18.74,23.61,21.56,50.26,15.57,15.39,28.35,162.77,251.34
28.05,19.77,24.37,24.59,13.63,48.26,18.09,21.51,36.58,154.06,297.03
17.21,17.99,21.25,22.45,15.53,49.57,17.24,14.58,28.37,153.89,237.51
21.31,21.49,23.02,15.44,21.14,51.61,19.8,17.38,28.7,163.56,262.43
23.71,21.28,14.87,22.8,22.93,50.47,24.39,19.29,34.78,160.21,285.46
27.09,21.16,17.9,21.78,21.19,45.72,17.77,22.3,39.68,148.05,306.72
12.79,18.25,22.04,23.82,26.82,61.39,18.63,10.99,27.3,194.86,226.7
23.39,25.95,15.04,13.32,22.34,47.72,22.88,18.84,33.65,153.65,263.88
19.89,26.8,14.97,25.93,23.7,47.11,16.97,16.7,32.33,148.11,274.36
19.69,19.44,17.4,19.64,9.07,47.84,9.11,16.74,29.45,151.19,236.64
22.74,16.37,18.85,15.22,17.52,53.75,22.83,18.03,35.49,172.88,256.28
20.92,17.41,18.64,14.96,22.93,50.06,23.98,18.27,28.09,161.4,230.36
18.89,29.15,15.77,25.56,23.81,45.45,19.16,14.96,27.27,144.78,285.42
12.86,18.53,23.8,25.66,20.72,44.7,12.59,10.72,17.84,142.48,244.55
17.71,23.55,27.81,27.59,25.93,59.46,23.3,15.48,31.92,190.28,291.7
12.9,20.36,18.4,17.85,24.55,49.2,19.9,10.23,24.39,159.78,225.57
8.9,19.54,21.74,21.93,13.8,48.99,17.83,6.78,20.41,154.95,197.31
19.19,19.05,20.99,28.37,20.01,34.36,17.94,15.07,31.98,113.76,246.16
20.21,25.21,16.64,25.06,23.99,56.44,25.57,16.27,34.6,182.28,284.96
24.3,22.01,12.3,13.7,17.31,51.36,14.37,19.42,29.8,164.98,272.48
23.37,18.42,27.77,18.21,16.5,43.98,19.02,18.34,34.84,139.0,296.8
16.09,22.86,13.85,14.65,17.28,45.38,22.97,13.15,25.93,145.3,214.05
17.74,17.56,18.92,21.19,21.32,42.69,18.86,14.65,28.0,137.49,247.97
18.3,17.67,23.01,18.63,20.17,46.41,12.19,14.18,27.86,147.25,241.02
21.34,20.57,21.95,15.0,15.3,49.47,15.81,17.29,32.8,159.45,278.52
26.84,13.35,24.09,9.51,18.0,54.99,26.28,20.95,39.19,172.69,277.69
17.54,16.85,17.92,23.64,26.26,50.58,19.63,12.79,25.01,162.83,259.92
17.86,15.46,28.65,14.04,21.06,44.43,16.46,12.63,26.57,141.48,256.54
26.26,18.01,18.94,22.01,18.83,45.68,20.22,21.43,32.88,145.89,274.72
15.2,22.21,19.65,18.53,13.37,61.22,26.45,11.72,28.42,196.82,246.73
13.54,24.71,20.73,17.52,21.82,44.2,13.55,11.03,22.76,140.58,238.92
19.49,17.73,16.58,17.44,24.07,39.28,14.11,16.4,25.87,130.98,234.41
18.36,17.45,21.77,20.95,17.4,53.36,19.31,13.17,29.13,172.89,263.19
21.45,15.83,19.86,18.05,23.72,51.46,23.86,17.6,31.09,165.01,269.59
17.5,19.3,23.33,16.49,13.4,45.99,23.21,13.92,27.45,149.37,239.41
18.88,24.16,16.07,25.69,20.33,52.2,22.81,15.75,23.63,163.66,265.31
23.61,15.88,15.6,19.46,18.19,64.63,20.34,18.78,32.22,205.35,261.69
19.22,23.41,17.02,26.38,24.49,47.27,17.47,16.09,27.6,151.13,257.77
20.11,23.99,26.84,11.2,22.52,53.92,26.75,15.2,31.47,171.13,291.51
13.36,23.47,17.02,24.2,19.03,54.09,20.3,10.71,26.25,173.12,241.28
26.0,15.88,16.02,25.47,17.79,56.74,19.47,20.2,29.73,180.62,271.37
22.66,25.77,24.95,16.51,21.0,55.47,23.91,17.44,28.94,175.28,294.26
17.32,29.74,19.32,23.31,20.96,44.6,19.97,14.67,30.91,143.47,275.24
20.97,19.85,26.23,17.02,19.78,53.83,18.43,17.04,26.44,170.64,277.96
26.14,26.0,22.83,22.39,10.48,50.75,18.23,20.98,34.63,165.1,306.51
16.83,17.64,15.67,28.68,24.15,51.51,17.38,13.56,27.22,162.19,252.75
17.94,18.72,20.79,26.86,25.09,57.9,19.16,14.58,24.89,184.77,264.51
21.35,20.39,15.34,22.3,19.38,49.09,12.86,17.64,27.35,160.0,252.31
18.2,24.31,19.88,18.89,21.95,50.95,20.92,14.96,28.91,164.12,263.63
18.65,20.02,23.6,20.53,23.21,47.92,18.2,15.27,21.51,155.61,268.07
19.9,22.69,26.07,25.21,22.48,51.42,19.35,16.02,30.52,165.49,285.51
20.49,18.65,14.46,28.9,26.81,49.31,20.76,15.94,27.61,153.02,265.27
21.24,13.24,24.4,22.27,18.01,52.44,25.93,17.3,34.36,165.66,251.37
14.98,17.06,23.33,13.96,17.97,50.68,16.87,11.94,21.22,160.79,235.56
18.15,16.26,16.06,23.21,18.35,46.77,17.64,15.1,29.09,150.02,229.45
21.17,12.79,19.59,20.72,24.61,53.13,20.68,17.42,25.45,165.86,248.22
16.66,26.75,22.43,20.36,22.54,47.02,20.25,13.63,21.99,153.84,260.4
22.38,19.72,20.93,18.68,18.31,47.94,16.33,17.5,29.35,152.52,260.84
23.16,15.4,21.87,18.23,20.48,48.94,23.41,20.08,35.68,153.24,262.76
20.33,17.56,14.53,18.58,24.84,53.55,21.6,16.28,27.47,169.61,265.21
20.78,21.71,26.44,32.0,15.76,41.85,15.97,14.92,27.58,138.52,285.84
22.36,23.1,17.16,16.69,18.45,46.93,17.05,17.63,31.67,151.22,261.09
24.26,12.36,19.77,19.82,19.67,41.53,14.36,19.69,38.27,134.64,251.7
24.66,18.19,17.01,22.73,20.98,50.53,16.83,18.85,28.42,161.64,303.47
16.32,24.86,21.34,22.68,15.5,38.92,15.11,13.46,24.5,127.26,243.09
22.31,19.3,13.32,20.92,23.47,57.92,17.35,18.81,34.72,184.98,265.62
22.04,15.04,26.23,20.96,17.88,50.69,21.11,17.31,29.83,160.76,279.2
16.5,20.38,17.31,19.54,15.96,54.45,16.56,13.47,22.04,168.97,241.75
21.52,18.2,21.0,13.08,21.21,47.09,23.37,16.84,31.95,149.98,251.3
21.57,17.47,19.08,17.37,22.77,36.09,12.56,17.14,29.91,119.14,238.51
20.88,22.25,21.59,28.31,19.57,49.81,14.84,17.58,27.55,158.24,278.12
28.81,21.82,18.06,18.15,22.7,57.03,19.63,23.49,39.09,177.03,305.92
25.95,16.23,20.32,16.5,21.63,42.21,18.57,20.4,34.58,136.02,268.05
16.26,18.29,26.36,22.45,15.31,53.23,20.97,11.99,30.19,169.96,261.05
12.2,22.41,16.89,17.31,10.92,45.21,11.95,7.96,24.37,147.64,194.21
20.96,16.33,15.43,27.48,18.75,59.58,26.97,17.37,28.86,187.99,244.82
19.99,16.68,12.57,14.78,20.24,62.18,27.04,15.75,25.7,196.31,248.58
17.42,23.37,15.66,22.01,15.46,50.62,22.61,13.77,23.39,159.12,246.71
24.69,17.42,25.91,16.93,17.68,55.51,23.23,18.44,37.74,174.58,284.37
15.44,23.95,20.93,17.17,24.03,54.23,15.82,13.37,29.24,174.93,254.64
20.83,21.23,19.13,15.03,25.51,52.97,24.11,17.21,35.36,166.81,271.71
24.82,19.23,14.44,25.58,20.41,51.09,11.3,19.27,36.67,164.14,278.17
18.64,17.48,15.88,21.23,10.1,57.81,25.52,15.93,30.23,186.34,229.66
20.78,15.84,17.71,27.53,15.69,50.64,17.91,16.52,29.07,163.94,258.68
20.26,16.1,25.84,20.45,22.28,46.0,15.68,16.5,33.21,146.87,276.98
25.01,18.45,22.6,27.94,23.03,49.71,18.48,19.67,33.63,159.19,301.54
20.8,20.67,15.65,27.17,12.88,49.03,21.2,16.94,28.79,155.5,260.28
24.91,30.56,19.36,19.65,17.54,51.06,17.26,19.32,34.11,161.42,286.39
22.5,18.19,23.11,23.58,20.26,46.55,15.72,17.58,26.97,150.81,271.82
22.74,21.26,11.65,15.91,13.92,49.77,19.2,18.18,30.27,159.66,248.13
17.4,23.55,10.78,17.31,16.1,56.84,24.27,13.68,23.99,182.17,232.94
15.43,15.68,16.46,22.95,21.34,53.58,22.6,12.27,25.27,168.57,221.52
27.54,17.99,20.28,22.0,23.55,47.16,15.91,21.41,34.22,149.83,299.63
13.98,29.3,14.91,20.31,26.99,50.09,24.82,10.37,24.8,159.6,255.11
27.63,21.02,24.94,15.25,20.22,52.59,18.66,21.32,37.67,167.83,297.43
18.25,20.32,20.16,20.96,19.63,57.44,24.04,13.81,29.08,180.01,264.82
19.52,17.1,25.68,20.35,28.33,51.72,21.94,16.59,33.81,159.94,280.86
15.79,21.16,15.96,23.49,28.38,48.21,18.91,12.19,28.77,156.63,255.44
23.38,27.24,17.86,18.23,23.82,54.39,23.99,18.8,29.31,172.1,290.39
12.94,23.94,19.08,23.35,22.47,52.48,11.53,10.63,18.24,166.62,214.4
25.73,21.67,23.54,24.62,19.03,47.45,19.82,20.68,33.82,153.79,310.13
23.43,11.2,23.07,17.27,28.28,45.03,17.28,18.43,31.37,146.34,271.29
17.33,19.4,15.93,20.92,15.26,50.72,16.3,13.92,24.97,163.85,237.35
20.17,21.37,21.57,15.58,24.61,46.18,21.8,16.35,30.66,146.2,260.8
18.32,19.12,11.97,21.04,17.69,57.04,23.34,14.9,26.2,179.32,255.15
22.13,18.98,20.26,17.55,19.12,47.75,23.72,17.29,34.54,153.32,270.13
17.99,22.2,25.64,20.77,16.16,51.89,23.63,14.5,27.06,172.7,262.4
14.33,24.17,10.48,21.57,22.98,62.04,26.57,11.98,18.97,203.27,229.88
17.33,14.71,24.17,26.34,18.04,52.72,20.23,14.5,27.73,167.16,250.45
16.77,24.22,21.06,20.58,13.53,46.64,15.26,13.07,23.6,153.7,237.21
21.07,22.54,18.63,13.86,21.85,48.89,24.15,17.27,36.15,153.09,260.83
17.68,12.53,23.45,16.36,17.22,50.61,19.79,14.65,37.96,162.91,230.19
23.2,24.66,20.58,13.37,22.91,53.18,23.04,20.34,31.75,170.17,266.77
18.25,21.38,23.96,21.08,25.65,52.08,18.43,14.35,30.12,162.39,277.9
17.4,14.05,15.03,15.15,22.91,48.54,21.79,13.81,28.21,154.99,204.93
14.51,15.8,14.41,23.35,16.91,42.56,17.08,11.03,25.81,137.93,211.69
29.55,20.43,17.77,21.98,16.08,48.97,20.57,23.24,39.62,154.94,308.81
19.31,21.02,17.46,27.21,20.26,46.0,22.86,15.71,26.23,149.26,260.56
12.45,21.67,19.06,13.5,23.92,44.75,17.28,9.96,22.55,141.6,217.37
20.95,19.6,23.57,24.73,15.27,46.56,23.86,16.11,24.49,147.65,276.87
26.02,27.46,23.79,21.07,21.16,50.17,25.33,20.15,42.3,159.62,318.99
22.09,22.15,24.93,13.46,14.88,42.61,24.38,18.53,35.93,137.75,262.69
25.79,19.45,14.94,19.51,16.19,52.06,20.17,21.04,35.17,168.72,306.28
19.51,17.37,20.04,14.64,14.7,48.36,19.37,15.66,25.15,156.08,248.4
20.99,21.34,25.8,19.82,19.56,40.0,16.45,17.56,25.58,129.45,267.23
19.08,27.41,22.14,17.36,24.5,52.89,20.49,15.46,33.85,167.83,289.71
23.24,18.47,17.63,18.68,20.81,56.19,18.77,17.86,35.96,177.49,281.35
16.52,23.1,21.11,20.32,15.77,44.77,21.5,13.87,23.4,140.43,234.4
16.7,19.84,26.4,15.29,11.85,50.65,16.42,13.57,30.06,163.7,237.22
24.03,21.22,15.68,14.36,13.98,52.1,19.43,18.45,29.7,166.59,266.34
20.43,22.68,20.86,20.31,19.2,45.34,18.19,16.04,31.74,149.2,269.04
15.79,21.75,12.38,26.66,24.05,52.06,19.91,12.82,25.43,166.02,246.69
24.01,12.98,16.94,16.71,19.91,47.05,19.2,19.4,26.05,154.88,259.19
20.05,12.1,25.53,20.34,12.17,55.04,23.17,17.32,27.29,178.27,243.53
17.68,25.46,22.3,13.73,17.3,42.66,16.79,14.06,26.31,134.71,230.56
19.74,15.81,21.49,22.76,19.09,54.37,11.9,15.56,31.85,174.24,262.94
12.49,17.48,14.0,18.91,20.64,54.28,25.95,10.47,23.12,171.91,194.28
22.05,18.91,23.62,19.06,20.54,57.34,21.07,16.87,25.58,181.23,302.8
20.79,16.27,11.49,16.06,20.48,44.18,16.95,16.43,34.32,145.92,234.21
19.28,23.98,15.56,13.02,14.81,49.08,16.48,15.87,29.56,158.6,254.76
17.51,13.38,18.49,24.89,25.69,45.2,16.58,13.74,31.42,147.46,248.21
23.7,20.61,16.54,18.14,19.48,54.97,21.05,19.64,33.9,173.93,268.75
28.36,17.67,13.28,17.43,16.75,54.62,24.03,22.1,37.78,178.26,275.13
16.9,17.73,18.88,20.28,12.58,54.68,16.3,13.03,29.51,174.28,231.18
14.73,17.78,20.93,21.19,17.92,49.43,22.93,11.29,24.38,159.4,235.34
21.09,17.96,17.35,25.57,18.51,52.74,21.65,18.14,30.66,169.66,263.13
22.33,22.51,24.69,22.96,23.77,49.01,22.83,17.15,38.3,151.82,299.62
21.3,22.07,27.47,26.64,17.62,53.37,25.27,17.94,33.03,168.28,269.14
23.27,18.47,18.79,16.78,21.11,50.28,22.18,19.61,36.57,158.78,259.8
19.79,16.88,21.32,22.52,22.08,54.58,22.01,16.2,30.64,175.19,271.95
24.39,13.29,20.97,26.12,13.5,46.33,13.54,19.84,35.5,146.85,268.24
14.3,18.42,15.14,20.28,28.31,59.39,21.94,12.01,22.13,190.32,231.53
17.31,22.45,25.6,18.01,18.46,54.25,21.56,14.28,28.5,172.43,264.62
17.06,16.28,19.25,26.13,18.01,55.1,26.11,13.76,25.48,172.41,261.51
13.29,15.36,16.07,21.31,13.73,53.7,19.19,10.65,27.85,170.75,204.81
16.0,7.47,13.41,21.26,25.11,52.67,22.37,12.67,28.42,167.78,212.58
15.17,21.44,20.27,19.9,16.07,50.08,21.03,13.08,23.47,160.13,234.51
11.68,20.07,15.61,17.46,17.74,49.52,21.03,8.44,18.9,158.19,201.76
26.6,22.8,23.3,17.45,17.8,49.26,18.33,20.65,34.69,158.97,297.21
18.31,15.45,18.97,20.0,25.12,52.58,20.88,15.6,32.37,168.41,245.48
27.0,20.41,20.14,26.7,15.7,51.77,24.16,22.68,35.71,161.79,293.51
21.95,22.44,21.94,20.77,16.78,42.39,21.7,17.88,26.88,134.7,278.95
18.81,14.3,13.4,21.28,22.08,49.09,24.06,14.57,27.54,155.92,241.95
17.43,15.87,19.77,14.77,9.61,48.78,22.34,14.54,25.27,156.33,233.59
20.89,18.45,21.25,17.98,22.09,51.36,25.18,16.64,25.0,165.28,258.69
16.6,15.55,17.97,17.62,24.34,52.57,23.03,13.62,23.84,169.85,233.29
21.72,16.01,22.14,20.54,20.69,48.5,22.4,16.81,30.66,157.64,260.11
15.25,20.6,24.46,17.69,23.24,54.28,21.26,12.5,29.17,175.11,245.74
23.32,16.67,20.66,16.64,18.04,46.2,17.56,19.94,37.88,149.87,261.11
15.96,19.32,22.08,15.61,19.64,48.49,20.41,13.15,23.33,157.36,233.1
23.34,22.25,18.24,21.0,18.72,52.66,22.74,18.79,28.57,166.79,266.5
25.14,20.14,19.91,21.45,21.07,65.21,25.38,20.24,35.46,206.21,292.44
12.8,18.67,17.53,25.32,19.18,52.49,18.67,9.48,27.14,165.2,211.34
21.04,10.11,24.77,24.4,21.83,49.89,19.45,17.94,29.58,159.14,235.38
18.63,23.84,16.42,15.95,18.32,47.99,13.05,14.65,31.54,154.17,251.64
21.48,13.35,28.21,14.58,12.73,46.84,12.79,17.05,38.27,146.48,258.7
13.17,14.89,22.83,16.44,22.45,48.12,17.19,10.36,20.68,151.06,201.92
20.04,19.81,9.02,23.45,16.49,53.17,23.29,16.22,29.02,171.43,233.99
20.57,20.52,23.93,15.25,17.4,54.02,16.74,15.72,27.48,168.37,257.46
23.43,22.08,19.55,22.2,16.22,58.32,23.22,18.17,38.86,186.48,293.06
21.13,16.72,16.54,22.47,14.59,47.12,21.62,17.23,29.87,152.81,248.3
27.72,19.22,26.46,21.14,23.3,53.14,24.72,21.82,39.16,170.16,314.87
20.69,25.73,16.08,29.29,27.18,48.17,16.88,16.14,33.1,158.07,260.65
21.73,26.78,24.66,17.38,17.87,47.4,17.71,16.94,37.02,150.44,290.23
18.6,11.11,17.3,17.28,19.78,55.4,20.12,15.23,30.81,178.38,233.33
18.77,16.67,21.48,18.72,23.93,48.52,15.32,15.09,29.64,155.35,248.81
23.93,21.65,22.03,18.91,24.92,48.14,22.62,18.57,33.8,152.61,292.12
14.21,19.4,18.63,16.37,23.17,38.61,10.22,11.33,25.33,130.55,214.3
26.25,14.0,19.69,22.31,17.5,44.69,13.88,21.67,31.23,141.12,273.8
16.02,21.67,19.59,19.02,20.63,50.93,19.99,12.85,21.99,163.84,236.12
16.91,24.91,15.46,27.53,22.9,48.13,17.61,13.39,29.96,150.79,244.06
29.29,22.24,21.63,18.87,27.36,55.14,27.65,23.15,39.23,179.82,325.36
15.28,17.98,12.78,19.57,24.73,46.17,16.54,12.2,25.57,151.28,211.85
19.07,23.85,23.35,19.83,12.64,55.35,25.15,15.08,27.03,177.93,273.18
10.91,21.1,23.68,19.13,16.09,46.43,13.71,8.65,27.57,147.23,213.84
17.82,15.0,21.54,19.59,24.36,46.49,15.49,13.73,29.75,148.65,252.86
19.12,17.87,24.95,27.01,23.62,58.88,24.66,15.37,29.58,184.42,284.89
15.11,26.24,18.31,14.8,19.18,50.52,16.02,12.25,25.29,162.39,241.76
16.29,20.6,22.71,17.04,19.54,62.85,23.66,12.84,26.94,199.28,252.21
21.08,21.44,27.62,14.24,19.6,50.97,16.99,15.67,30.46,166.46,276.04
22.45,18.3,20.38,20.43,14.72,51.23,19.47,17.04,30.6,165.22,279.17
17.05,20.64,22.95,18.06,15.06,41.25,12.44,13.14,25.09,131.87,236.5
19.62,21.61,19.81,17.03,19.81,44.6,17.92,16.24,28.98,141.82,259.96
18.48,18.44,18.91,25.62,13.66,49.38,24.71,15.37,28.71,159.68,233.77
18.27,16.24,11.61,16.59,28.05,44.19,29.48,15.3,27.13,139.84,236.34
17.26,23.98,22.78,17.4,18.06,57.97,23.62,13.42,27.68,183.59,248.71
19.49,19.03,14.39,13.29,19.2,50.95,21.78,16.06,30.44,162.91,211.22
19.78,18.19,24.73,21.71,18.33,46.32,16.05,15.75,30.27,146.51,273.74
18.65,14.85,13.39,17.52,15.75,49.61,18.65,14.37,28.18,156.56,223.4
22.43,15.4,21.55,23.36,16.48,43.29,21.96,17.89,32.12,137.53,269.44
15.87,22.07,19.78,16.11,28.36,44.05,17.59,11.84,31.96,141.39,240.81
25.61,22.96,18.32,15.62,12.89,52.59,23.93,20.38,30.68,169.62,279.12
25.44,19.9,18.04,12.04,26.42,45.66,21.02,20.86,34.25,149.84,290.79
18.91,16.13,29.99,20.56,21.94,39.02,22.93,14.92,25.6,127.76,273.0
18.14,17.32,27.28,21.03,24.56,54.54,20.46,14.94,29.9,172.97,259.71
22.23,16.77,18.72,18.16,25.95,48.94,20.86,16.85,34.12,154.05,264.57
19.78,22.37,17.91,27.49,22.85,54.68,17.98,16.24,31.21,175.82,257.07
19.19,17.42,20.87,17.7,25.84,44.39,16.46,15.02,27.44,142.36,260.84
20.06,21.15,22.89,16.81,21.36,52.14,17.78,16.71,28.12,167.43,285.54
22.47,11.18,25.12,25.29,24.67,45.88,12.76,18.62,42.2,147.75,262.78
19.29,16.4,21.29,23.39,19.71,48.34,20.29,16.37,28.07,155.97,258.41
26.75,20.21,18.83,20.2,18.64,60.06,19.66,21.26,36.18,188.16,299.46
23.77,17.43,17.83,16.7,19.32,54.27,21.59,19.11,41.0,172.65,265.21
21.49,17.79,15.75,23.93,17.07,50.72,18.73,16.48,31.69,165.68,272.0
22.84,24.63,17.78,21.13,21.49,55.98,20.4,18.77,29.31,173.46,283.42
19.45,16.49,21.29,17.34,18.38,45.3,16.13,15.48,27.43,145.35,256.08
21.78,23.39,16.25,11.93,21.36,60.5,27.58,16.88,29.35,191.69,258.72
19.45,23.51,25.21,23.22,18.75,45.6,19.6,14.63,26.76,148.99,280.44
19.34,18.78,22.82,13.58,24.61,51.97,23.53,15.31,31.81,165.21,265.45
21.34,20.43,21.18,20.54,23.24,50.57,22.73,17.09,33.18,165.58,276.52
23.63,12.26,18.16,22.2,23.99,57.03,23.38,18.76,37.86,185.17,267.1
19.88,24.9,13.59,23.22,16.62,50.39,15.88,16.02,30.28,158.17,258.29
22.52,15.35,15.42,18.47,14.04,46.29,17.54,17.21,26.1,150.21,237.99
20.65,28.93,19.95,17.31,18.39,50.62,22.27,15.97,33.23,163.55,280.79
21.68,8.92,24.5,24.91,19.67,54.08,25.74,18.57,30.44,175.03,261.8
17.42,14.98,18.94,18.9,14.37,51.79,24.89,13.25,27.39,166.68,224.09
24.04,20.82,19.35,26.7,11.8,49.1,15.14,19.48,36.77,157.76,281.89
20.79,14.37,14.2,20.26,19.48,63.11,26.28,15.51,30.16,199.09,244.06
26.08,20.67,16.08,24.23,19.35,45.97,13.93,21.02,40.22,148.79,275.6
17.46,23.18,19.4,17.96,16.36,48.72,14.59,14.34,25.77,157.46,242.21
27.46,24.29,19.85,20.82,20.89,48.68,23.57,21.56,34.66,157.77,302.28
20.81,21.09,21.07,19.5,16.09,53.93,21.6,15.08,28.7,170.15,266.18
20.8,22.28,20.13,26.74,25.3,44.51,21.5,16.46,30.01,142.49,281.61
20.69,13.29,24.1,24.84,18.1,50.17,22.6,16.89,32.91,158.82,265.76
20.01,21.68,17.52,11.01,17.56,60.02,25.01,15.67,30.41,191.7,261.48
